L1,L2,L3,L4,R1,R2,R3,R4
7104.4,14625.8,13813.4,11658.2,6685.6,23597.6,12321.8,20394.2
7097.3,14652.9,13886.2,11749.2,6686.8,23596.2,12260.8,20262.7
7100.5,14688.2,13936.1,11867.4,6700.7,23590.6,12188.9,20143
7115.5,14698.8,13998.2,11937.3,6710.2,23570.9,12136.2,20054.1
7100.1,14698.1,14059.1,12014.8,6704.6,23549.6,12123.3,20005.7
7061.6,14684.3,14108,12073.1,6702.4,23537.6,12119.2,19989.8
7021.5,14670.2,14131.7,12104.1,6711.2,23544.4,12129.3,19981.2
6994.8,14672.2,14124.3,12109.9,6723.1,23587.9,12129.2,19987.9
6994.8,14672.2,14124.3,12109.9,6723.1,23587.9,12129.2,19987.9
6974.1,14680.7,14093.6,12099,6737.2,23627.8,12115.6,19987.9
6964.1,14708.1,14024.7,12066.5,6758.5,23761.5,12064.6,20017.4
6964.1,14732.6,13945.7,12023.2,6770,23875.3,11979.8,20040.8
6965.3,14781.3,13856.9,11964.7,6782.3,23963.7,11940.8,20080.1
6959.5,14816.5,13798.5,11922.6,6797.4,24030.5,11907.7,20095.6
6949,14836,13775.5,11903.4,6812.4,24169.2,11885.5,20106
6926.2,14832.7,13755.2,11894.8,6835.4,24209.7,11862.8,20100.9
6894.2,14778.1,13729.6,11888.5,6872.8,24209.7,11862.8,20123.3
6860.9,14736.1,13729.6,11879.8,6872.8,24197.3,11902.1,20183.5
6826.6,14672.2,13726.6,11873.8,6862.7,24132.8,12001.5,20249.9
6779.6,14590.5,13739,11888.7,6838.9,24039.2,12143.9,20328.7
6779.6,14590.5,13739,11888.7,6838.9,24039.2,12143.9,20328.7
6657.2,14403.8,13867.6,11974.4,6780,23650.5,12466.5,20472.2
6597.9,14307.8,13941.8,12025.1,6747.8,23472.5,12636,20536.7
