L1,L2,L3,L4,R1,R2,R3,R4
11395.7,12340.4,15005.8,16955.3,9813,16410.2,16033.3,10332.5
11426.5,12379,14979.2,16937.1,9806.3,16399.2,16043.9,10331.8
11464,12418.2,14945.3,16905,9799.5,16392.2,16050.9,10335.8
11464,12418.2,14945.3,16905,9799.5,16392.2,16050.9,10335.8
11507.1,12461.9,14893.6,16796.9,9793.8,16370.8,16088.7,10362.9
11507.1,12466.5,14889.3,16796.9,9763.3,16338.1,16119.4,10379.5
11505.4,12466.5,14889.3,16806.1,9734.1,16290.7,16163.4,10398.5
11490.2,12463,14898.3,16831,9707.4,16248.8,16212.4,10415
11453.5,12413.8,14926.7,16868.9,9681.6,16212.3,16264.4,10438.1
11453.5,12413.8,14926.7,16868.9,9681.6,16212.3,16264.4,10438.1
11316.6,12295.9,14945.1,16948.3,9636.4,16134.2,16502.2,10525.1
11231.9,12224,14951.2,16994.9,9617.1,16112,16602,10584.2
11231.9,12224,14951.2,16994.9,9617.1,16112,16602,10584.2
11133.6,12144.1,14955.6,17034.6,9598.4,16101.9,16704.3,10649.6
10958.6,12003.7,14969,17105.3,9573,16077.2,16869.4,10770.5
10882,11945,14986.9,17152.9,9557.8,16060.6,16924.2,10810.5
10882,11945,14986.9,17152.9,9557.8,16060.6,16924.2,10810.5
10715.4,11815,15046.2,17280.9,9521.4,16005,16994.9,10859.1
10715.4,11815,15046.2,17280.9,9521.4,16005,16994.9,10859.1
10653.5,11771.7,15090.5,17356.6,9513.5,15991.3,16994.9,10859.1
10606.9,11737.4,15198.2,17465.4,9505.8,15981.7,16969.3,10822.3
10606.9,11737.4,15198.2,17465.4,9505.8,15981.7,16969.3,10822.3
10603.8,11734.6,15214.4,17495.8,9518.3,16011.9,16933.4,10796.3
10593.7,11728.4,15219.5,17511,9539.1,16040.4,16880.6,10776.8
10585.6,11722,15219.5,17518.1,9562.3,16067.8,16822.9,10752.5
10596.6,11731.5,15217.4,17510.4,9589.3,16138.3,16754.4,10713.7
10627.2,11758,15215.9,17495.8,9618.9,16162.6,16661.6,10662
10684.7,11844.9,15221.5,17473.1,9643.8,16177.7,16566,10605
10742.6,11891.9,15232.5,17461.2,9683,16191.4,16473.8,10545.6
10801.1,11947.1,15244.1,17456.9,9695.3,16188.4,16382.1,10481.9
10930.9,12043.6,15275.9,17456.3,9714.2,16181.7,16125.1,10354.8
10930.9,12043.6,15275.9,17456.3,9714.2,16181.7,16125.1,10354.8
10985,12081.8,15291.2,17469,9731.9,16213.2,16054.8,10306.4
11031.4,12118.5,15299.5,17467.2,9753.9,16248.5,15989,10267
11080.2,12159.4,15262.3,17429.5,9781.9,16289.2,15928.7,10233.5
11132.7,12190.4,15232.4,17378.2,9814,16332.5,15878.8,10207.2
11179.5,12216.3,15196.8,17320,9851.6,16385.5,15827,10172.2
