L1,L2,L3,L4,R1,R2,R3,R4
15568.8,18228.8,13983.8,7808.7,15522.9,26819.3,6666.8,5198.8
15568.8,18228.8,13983.8,7808.7,15522.9,26819.3,6666.8,5198.8
15510.2,18199.7,14085.2,7893.7,15442.1,26651.1,6715.9,5218.1
15489.6,18184.8,14136.7,7990.5,15407.4,26617.6,6733.3,5212.7
15463.4,18161.3,14172.1,8028.4,15385.3,26591.9,6741.5,5205.3
15444.9,18144.6,14197.6,8055.2,15360.8,26546.9,6752.7,5209.1
15424,18121.3,14252.3,8109.5,15317.1,26474.5,6781.2,5210.6
15374.9,18082.6,14334.9,8192.8,15262.8,26384.4,6808.2,5228.1
15306.6,18037.9,14411.8,8279,15213.7,26249.2,6843.3,5250
15224.9,17997.3,14484,8365.2,15171.4,26190.3,6869.7,5260.7
15164.1,17974.4,14560.1,8452.6,15147.4,26131.9,6887.1,5261.9
15164.1,17974.4,14560.1,8452.6,15147.4,26131.9,6887.1,5261.9
15089.2,17990.5,14785.2,8613,15109.4,26000.6,6897.5,5224.9
15085.7,18006,14835.6,8679.1,15073.4,25955.7,6896.4,5194.4
15088.2,18071.5,14876.4,8734.1,15013.6,25926.8,6878.5,5145.7
15077.3,18113.8,14921.8,8796.5,14964.3,25816.2,6870.6,5117.1
15077.3,18113.8,14921.8,8796.5,14964.3,25816.2,6870.6,5117.1
15070.9,18151.6,14965.2,8844.1,14877,25708,6870.6,5117.1
15128.7,18298.2,14987.5,8867.2,14743.4,25579.8,6882.4,5105.3
15193.5,18429,14971.4,8852,14702.6,25551.8,6870.1,5079.2
15193.5,18429,14971.4,8852,14702.6,25551.8,6870.1,5079.2
15417.9,18696.6,14857.5,8745.2,14645.3,25538.7,6832.2,5018.9
15515.1,18843.5,14778.4,8691.1,14629.9,25562.3,6810.5,4985.9
15515.1,18843.5,14778.4,8691.1,14629.9,25562.3,6810.5,4985.9
15841.2,19149.4,14636.4,8576.2,14621.7,25557.1,6729.6,4891.2
15933.5,19278.6,14575.7,8537.8,14581,25557.1,6683.7,4762.5
15933.5,19278.6,14575.7,8537.8,14581,25557.1,6683.7,4762.5
15997.4,19376.6,14562.9,8517.8,14568,25574.4,6608.9,4715.1
16027.4,19432.6,14567.7,8510.7,14546.4,25587.9,6587.7,4680
16037.7,19458.1,14569,8511.4,14503.2,25569,6589.3,4663.5
16044.4,19458.1,14603.5,8521.7,14434.1,25397.3,6603.1,4654.4
16039.2,19426.5,14815.4,8642.5,14301.5,25269.4,6646.5,4632.8
16039.2,19426.5,14815.4,8642.5,14301.5,25269.4,6646.5,4632.8
16044,19414,14920.4,8823.1,14267.9,25208.3,6642.3,4593.2
16120,19491.8,15118.9,8953.7,14184.9,24993.8,6609.6,4504.4
16120,19491.8,15118.9,8953.7,14184.9,24993.8,6609.6,4504.4
16107,19473.5,15231.5,9053.5,14116.9,24875.5,6609.6,4481.1
16049.8,19437.1,15375.6,9190.7,13951.5,24588.7,6619,4459.8
16002.8,19397.8,15710.2,9336,13848.4,24416.9,6638.9,4441.8
15954.9,19353.3,15868,9478.4,13733.4,24242.4,6668.3,4437
15886,19272.7,16019.6,9618.7,13606.2,24075.1,6715.5,4451.2
15813.4,19185.1,16160.6,9740.6,13489.3,23913.6,6790.4,4502.6
15761,19099.6,16296.1,9846,13373,23749.7,6871.1,4571.9
15707.7,19011.2,16425.5,9949.9,13257.6,23594.6,6942.4,4636
15664.7,18925.1,16547.8,10044.3,13158,23427.4,7004.8,4746.8
15622.3,18842.7,16648.6,10137.8,13090.4,23393.5,7054.3,4799.2
15600.9,18766.9,16732,10191.5,13043,23362.1,7137.6,4851.2
15612.6,18710.6,16792.5,10227.4,12988.2,23343.5,7167.1,4908.8
15641.6,18666.7,16814.5,10218.7,12948.5,23353.1,7196.3,4965.4
15651.2,18611.3,16805.6,10191.9,12954.9,23377,7226,5021.6
15644.2,18550.9,16767.3,10146.6,12980.3,23400.3,7259.3,5076.3
15628.8,18404.7,16706,10094.6,13009.8,23434.8,7294.8,5125.1
15590,18306.6,16700.3,10058.1,13054.2,23457.5,7330.2,5163.1
15534.9,18202.6,16685.4,10032.8,13121.5,23506.6,7361.6,5187.9
15475.2,18116.9,16656.5,10011.1,13213.3,23573.8,7381.7,5205.1
15439,18055.1,16615.8,9981,13323.8,23654,7382.3,5205.1
15416.8,18011.3,16571.9,9932.8,13436.8,23730.4,7382.9,5201.3
15386.6,17982,16539.9,9895.5,13531.8,23789.8,7373.9,5177.5
15368.8,17948.6,16534.7,9872.2,13597.2,23826.3,7364.5,5146.4
15368.8,17948.6,16534.7,9872.2,13597.2,23826.3,7364.5,5146.4
15358.9,17918.8,16542.5,9870.7,13625.8,23821.7,7364.5,5133.1
15356.3,17903,16558.1,9880.7,13591.6,23795.4,7371.9,5148.7
15386.2,17906.7,16560.9,9885.5,13552.1,23699.4,7432.2,5217.1
15413.2,17919.4,16596.4,9893.6,13532.9,23624.2,7471.4,5204.6
15446.5,17946.7,16643.3,9919.1,13504,23525.3,7498.6,5182
15466.3,17966.7,16698.7,9969.5,13471.8,23301.7,7543.5,5150.5
15454.8,17983.7,16759.6,10035.7,13435.9,23191.9,7554.4,5112.9
15431.6,18017,16829.9,10114.4,13392.3,23079.7,7561.5,5074.6
15431.6,18017,16829.9,10114.4,13392.3,23079.7,7561.5,5074.6
15380.2,18099.7,16996.1,10293.5,13247,22842.2,7585,5031.3
15380.2,18099.7,16996.1,10293.5,13247,22842.2,7585,5031.3
15358.3,18136.1,17070.2,10374.1,13162.6,22728.6,7598.2,5024.6
15339.6,18202.7,17167.2,10492.1,12970.9,22560.6,7627.2,5026.6
15339.6,18202.7,17167.2,10492.1,12970.9,22560.6,7627.2,5026.6
15341,18252.1,17167.2,10507.9,12970.9,22560.6,7627.2,5026.3
15401.5,18448.1,17075.1,10455.9,13070.6,22702.5,7595,5003.3
15432.5,18560.1,16775.2,10366.3,13203.6,22833.7,7543.6,4953.3
15432.5,18560.1,16775.2,10366.3,13203.6,22833.7,7543.6,4953.3
15434.9,18659.7,16613,10273.2,13363.1,22984.7,7483.4,4877.1
15406,18805.6,16330.5,10122.4,13704.6,23305,7359.8,4674.5
15406,18805.6,16330.5,10122.4,13704.6,23305,7359.8,4674.5
